Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
1,0.8657282126658118,0.7834538565282404,29.598281465900637,35.63443376037892
2,0.7983685964418464,0.7334487920042372,34.51864822076898,40.89536907581248
3,0.7595409493234726,0.6985976923338688,37.526362603981944,43.013667360972406
4,0.7287242669844166,0.6680281919719528,39.76599517781122,44.27140696778611
5,0.7012253410490223,0.6467341332975095,41.60676225266703,46.713270750706194
6,0.6808324530027385,0.6265607710954917,43.089781099481414,46.86620823465632
7,0.6621199347500129,0.6089170232959037,44.30036306270524,49.09692698376466
8,0.6456607607064626,0.597836875523964,45.41220763382693,49.56315804491112
9,0.630429053613776,0.5826688375351202,46.476501619516995,51.4046851371016
10,0.6180817866717907,0.5774740232059555,47.317867272330595,51.657488515422145
11,0.6077518077432554,0.5684951900783246,48.15531699457923,51.47715924330185
12,0.5979028598018092,0.5643241828157954,48.70690378558602,51.96964076811139
13,0.5889460787913078,0.5572963773660417,49.419043729756034,52.57168944560162
14,0.5805570603739644,0.5526452207326019,50.04223610823632,53.028219248437814
15,0.574159572870286,0.5474328041729266,50.425437884949964,53.27474534196936
16,0.5678238722155072,0.5424347952660853,50.87800757452855,53.75524295945445
17,0.5618025550862765,0.5399912944457826,51.34400331175842,53.47048249493537
18,0.5559016977281509,0.5368065169149072,51.640774906716935,53.747253687904816
19,0.5509774496108187,0.5363833806212366,51.99740429745409,53.760378919736354
20,0.5449831726812173,0.5339784571397914,52.454449336249766,54.13644534482267
21,0.5411334325350773,0.5318472578577752,52.67569941316983,53.96638799326618
22,0.537894690322637,0.5288323912524829,52.92324216674032,54.53590892230433
23,0.5334017450628574,0.5273396961227821,53.293017895802684,54.92395925471509
24,0.5277440396264867,0.5230770028746912,53.6110473995424,55.00613461922561
25,0.5243234035366334,0.5222827262469452,53.9494956840851,55.165920050218276
26,0.5207653961697049,0.520738339076077,54.1041749414009,55.340542699803116
27,0.5183592458750916,0.5190183948100048,54.27927297951969,55.27434587839187
28,0.5149669281141026,0.51547742167311,54.5265360237641,55.28975375923759
29,0.5119003815444436,0.5157386232684128,54.66555155882007,55.81248038348503
30,0.5084473064053289,0.5154863930205359,54.88820018237048,55.588210117841754
31,0.5054504316068157,0.5155555082389908,55.18133555609012,55.37364111050874
32,0.5033052393429264,0.5132397314710339,55.423563832465305,55.77652866151168
33,0.5001393165986028,0.5124484322258156,55.53796494682726,55.7576968071447
34,0.4978592227677746,0.5121023208120443,55.712503566293904,55.56823693896767
35,0.49592248706111075,0.5102427599856453,55.77711642061569,55.73943561503124
36,0.49202299318573006,0.5091495967911978,56.10185894818105,55.850144092219026
37,0.49069621525411533,0.509427066886947,56.25318169358403,56.37172939195937
38,0.4878849748764707,0.5082542386694546,56.545198229999386,56.13604588124519
39,0.48647270508979845,0.5074621391122358,56.42436380113786,56.41452906097526
40,0.48443582280670305,0.5071390187435777,56.751064293985685,56.532085485205585
41,0.4824024529736982,0.506425509966203,56.80952354313398,56.23020515308015
42,0.4805351659794236,0.5049340370145158,56.99357227968696,56.63594601535081
43,0.4787133454679163,0.5052712295394745,57.11776322046129,56.89274402944618
44,0.4759436751700506,0.5047204083769861,57.30349021297067,56.358604160127825
45,0.47349007127962545,0.5026534359494265,57.57061261936596,56.62852740605473
46,0.47290356195903116,0.5040198550172096,57.448659353200156,56.64108197563272
47,0.4705588529173101,0.5040103242453867,57.79857572011166,56.588010386053014
48,0.4688775185268951,0.5015573273174954,57.93759125516763,56.400262504636636
49,0.4678724315350791,0.5021044783674887,57.79214240561209,56.57031985619311
50,0.465885211547614,0.5011229739680777,57.92360578886421,56.77290495620168
51,0.4623882733205428,0.5036244564193444,58.20946872010606,56.65420720746426
52,0.4642120917183037,0.5021194813134027,58.18821081132487,56.532085485205585
53,0.46152042421000977,0.4991347713409549,58.280235179601355,57.21516820269923
54,0.45913725572990877,0.5007886358094912,58.5157504321509,57.44856906439924
55,0.458099200734942,0.4990388851422463,58.48498240628339,56.93097840043371
56,0.45772545676446424,0.4990766067302575,58.583719798385516,57.218592176220504
57,0.4534273111530091,0.49916041733792227,58.93223761866668,57.34870317002881
58,0.45462382460545026,0.4988127911721703,58.93195790934062,57.14783005678089
59,0.45433458971738305,0.4997128228745321,58.80496987530558,57.259679858475764
60,0.45021003804722254,0.49770739128554825,59.14733409041324,57.150112705795074
61,0.4484941920981547,0.49917718807276146,59.25222508768887,57.43487317031415
62,0.4494837125284636,0.4992923497718616,59.307327824924336,57.69167118440951
63,0.4476058030649006,0.49660841867218924,59.42620428850339,57.37780694495963
64,0.44719753379726207,0.49777084706473523,59.51123592362817,57.55699489257283
65,0.44416416060438135,0.49788626349211607,59.62200081675123,57.13128085142808
66,0.44414880760840714,0.4968824750097999,59.716822278288404,57.604359859617084
67,0.4426244992653472,0.4967659403372855,59.76017722382899,57.48280879961195
68,0.44111066354797324,0.49794696334504734,59.920730376992225,57.36639369988872
69,0.44044223344573485,0.4963938100168305,59.835698741867446,57.76699860187748
70,0.44015063301699453,0.49628956637678356,60.03317352607171,57.683681912859875
71,0.4367181050325174,0.4958080340149629,60.08491975139435,57.835478072302905
72,0.4365948964505001,0.49644128276701394,60.17806295697511,57.35783376608554
73,0.43653153931574046,0.4951025760521854,60.312882852140056,57.09133449367991
74,0.43606768515422334,0.496340376051673,60.286869884815694,57.5792507204611
75,0.43452251887611604,0.49517877422762613,60.25638156827425,57.47824350158359
76,0.4329330737281887,0.4955580948260579,60.47651280789004,58.023796615972834
77,0.4325143949381351,0.49519213835035797,60.46532443484731,57.778982509201924
78,0.4317562996103837,0.49501353410908777,60.53329380108191,57.667132707507065
79,0.428538266364045,0.4941940516668515,60.73216713191651,57.83034211202101
80,0.4294881072314023,0.49407219096039334,60.64461811285712,57.94903986075841
81,0.4274950468207396,0.4940597463589515,60.817478476367356,57.92735469512369
82,0.4282980371818597,0.49459104789217023,60.76461341374044,57.55699489257283
