Epoch,Train_Loss,Val_Loss,Train_Acc,Val_Acc
83,0.42760577776556624,0.4933213488899008,60.90334923947034,57.65115416440779
84,0.42570613374774935,0.4933870458146081,61.007401108767766,57.97072502639313
85,0.4254720962593704,0.49244641345130263,60.90922313531778,58.05518303991782
86,0.42261645366399736,0.49218336138194496,61.16236007540964,57.800667674836646
87,0.4233362483568676,0.49390329223697205,61.14641664382374,57.96330641709704
88,0.42201795269526493,0.4912159161846133,61.278159736401925,57.87085913202271
89,0.42164873505116535,0.49346743413131605,61.25298589705578,58.09627072217308
90,0.4220304038794278,0.49269959081480974,61.35787689433141,57.95874111906868
91,0.41905429329971117,0.4933410112983989,61.41605643415363,57.9981168145633
92,0.41807679914114043,0.49208876740758434,61.65269052400745,57.9439039004765
93,0.41626044011320823,0.49122675440824815,61.63870505770404,57.83947270807772
94,0.4158134925083851,0.49153067515279253,61.66891366491941,57.89425628441806
95,0.41718386268308527,0.4912361526576272,61.609055869140796,58.26575741147602
96,0.4154936847468317,0.49111688299118167,61.745833729588206,58.01637800667675
97,0.4150782316901808,0.49223780716857773,61.830585655386926,58.13964105344252
98,0.4153270060963177,0.49207548920037975,61.6982831441566,58.16475019259851
99,0.4136176175233203,0.4920846243518112,61.855479785407006,58.22524039147431
100,0.41437220242762446,0.49216287673389825,61.85352182012453,58.16132621907724
101,0.4136511923034616,0.49082558142007704,61.81296396784462,58.268610722743745
102,0.4120568606626501,0.49196498291770907,61.91421874388136,58.10368933146917
103,0.41180945479537046,0.4918209617155312,61.90303037083863,57.966159728364765
104,0.41065377771385075,0.4926561907368855,62.05659079085015,58.21953376893886
105,0.4105004225147564,0.4916277816804656,62.122881901128345,58.18415270921905
106,0.4107121920577099,0.4921138277454098,62.02050828778734,58.28744257711074
107,0.4104403357422173,0.49102477057136756,62.1763063824074,57.89768025793934
108,0.4087463895721613,0.49232389142696004,62.18329911555911,58.17045681513397
109,0.4064895926242056,0.4911109321635135,62.32930738376679,58.19328330527578
110,0.4093767622793753,0.4924359293532197,62.25518441235868,58.2982851599281
111,0.4072143588223113,0.4912221546699531,62.24567429527236,58.02950323850828
112,0.40779853415386796,0.4905065852795204,62.30385383509457,58.09170542414472
113,0.40751939152254746,0.49099618811024365,62.24427574864201,58.22124575569949
114,0.40600388881643074,0.49121819232067054,62.32651029050611,58.21668045767113
115,0.40594909113479155,0.49192867322559775,62.45154035925866,58.448939994864034
116,0.4049347361327071,0.4920418594549172,62.62663839737744,58.269181384997296
117,0.4045238525806023,0.49176591776692086,62.57545159070693,58.42040688218678
118,0.40489287054700857,0.4906945752183886,62.54636182079582,58.33766085542271
119,0.40461722931523963,0.49023835154345435,62.629715199964195,58.30113847119583
120,0.40379797994194494,0.49107802727252897,62.52118798144968,58.31426370302736
121,0.40356599403519927,0.4911847283479071,62.559508159121044,58.28116529232174
122,0.40344256789836186,0.4903426855585001,62.651252818071455,58.14249436471025
123,0.4036589267642991,0.4916380601751543,62.61656886163899,58.29771449767455
124,0.40297675529546884,0.49054265260478874,62.63950502637658,58.367335292607066
125,0.40276885531848045,0.4911977756741273,62.732648231957356,58.39986304105915
126,0.4004070641914264,0.49091806617313927,62.79949876088769,58.475190458527116
127,0.4029350138043367,0.49080432979729927,62.60957612848728,58.4181242331726
128,0.40030496762152135,0.491011002192097,62.83418271732016,58.4169829086655
129,0.4026945545661424,0.4905606197397204,62.70971206721975,58.516278140782376
130,0.40048398456150236,0.4907786388738747,62.83753922923299,58.394727080777244
131,0.4000144139860217,0.49049706617846106,62.79418428369239,58.45578794190658
132,0.40088705299322147,0.4909205127371489,62.8073306220176,58.3992923788056
133,0.40089819844313496,0.49074985639457286,62.835021845298364,58.42896681598996
134,0.4011964174407503,0.49000543028551297,62.85935655666631,58.354210060775536
135,0.3999748862719826,0.49015299593010087,62.85096527688426,58.528262048106825
136,0.3990004100838813,0.4913141465100059,62.90774627007614,58.607013439096065
